N,P,K,temperature,humidity,ph,rainfall,label,NPK_ratio,N_to_K,Total_Nutrients
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,60.333333333333336,2.275,181
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,61.333333333333336,2.4473684210526314,184
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,57.333333333333336,2.3684210526315788,172
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,53.666666666666664,2.3142857142857145,161
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,52.0,2.0526315789473686,156
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,49.0,1.6666666666666667,147
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,58.666666666666664,2.0952380952380953,176
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,59.0,2.5135135135135136,177
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,53.333333333333336,1.3333333333333333,160
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,52.333333333333336,1.7727272727272727,157
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,47.333333333333336,1.625,142
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,47.0,4.4375,141
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,40.666666666666664,3.588235294117647,122
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,46.333333333333336,5.0,139
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,39.666666666666664,3.05,119
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,50.333333333333336,5.470588235294118,151
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,56.0,4.684210526315789,168
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,45.666666666666664,4.470588235294118,137
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,50.666666666666664,2.68,152
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,44.333333333333336,3.6842105263157894,133
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,53.333333333333336,4.285714285714286,160
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,50.666666666666664,5.75,152
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,47.0,3.142857142857143,141
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,44.666666666666664,4.117647058823529,134
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,39.666666666666664,3.588235294117647,119
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,46.0,3.473684210526316,138
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,49.333333333333336,3.8947368421052633,148
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,51.666666666666664,3.6666666666666665,155
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,54.666666666666664,6.6,164
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,50.666666666666664,3.3636363636363638,152
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,54.666666666666664,6.25,164
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,48.666666666666664,4.9375,146
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,46.333333333333336,5.0,139
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,49.333333333333336,3.5454545454545454,148
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,53.666666666666664,4.35,161
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,49.0,3.48,147
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,55.333333333333336,3.36,166
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize,40.666666666666664,2.782608695652174,122
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize,42.666666666666664,2.727272727272727,128
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,54.333333333333336,4.666666666666667,163
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,49.666666666666664,4.166666666666667,149
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize,50.333333333333336,5.444444444444445,151
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,50.333333333333336,4.222222222222222,151
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,57.333333333333336,5.823529411764706,172
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,42.333333333333336,2.608695652173913,127
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,46.333333333333336,4.352941176470588,139
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,47.666666666666664,3.0,143
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,54.666666666666664,4.363636363636363,164
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,45.333333333333336,4.066666666666666,136
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,46.666666666666664,3.217391304347826,140
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,41.0,3.7058823529411766,123
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize,51.666666666666664,4.95,155
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,56.666666666666664,3.782608695652174,170
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,38.333333333333336,3.5294117647058822,115
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,55.0,5.529411764705882,165
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,51.666666666666664,4.318181818181818,155
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,49.666666666666664,4.0,149
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize,43.333333333333336,3.3,130
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,38.0,3.9375,114
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,52.333333333333336,2.88,157
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,47.333333333333336,2.7916666666666665,142
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,48.666666666666664,3.5833333333333335,146
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,47.333333333333336,4.222222222222222,142
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize,49.666666666666664,3.5217391304347827,149
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize,46.333333333333336,3.4761904761904763,139
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,57.333333333333336,4.363636363636363,172
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,52.0,5.5,156
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,43.333333333333336,3.1,130
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize,54.333333333333336,4.947368421052632,163
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize,48.666666666666664,4.529411764705882,146
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize,45.333333333333336,3.217391304347826,136
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize,50.0,4.05,150
63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize,42.0,3.0,126
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize,52.666666666666664,4.714285714285714,158
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize,55.666666666666664,3.6,167
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,42.333333333333336,3.5789473684210527,127
60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize,47.0,2.5,141
88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize,47.0,5.866666666666666,141
65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize,49.0,2.9545454545454546,147
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,45.666666666666664,3.5454545454545454,137
78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize,50.333333333333336,5.2,151
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize,58.333333333333336,4.0,175
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize,51.666666666666664,4.647058823529412,155
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize,53.666666666666664,6.066666666666666,161
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize,48.333333333333336,4.222222222222222,145
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize,53.333333333333336,3.48,160
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize,57.0,3.75,171
67,35,22,23.30546753,63.24648023,6.385684213999999,108.7603001,maize,41.333333333333336,3.0454545454545454,124
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize,44.333333333333336,3.1578947368421053,133
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize,53.0,4.368421052631579,159
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,40.666666666666664,1.7391304347826086,122
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,37.666666666666664,1.75,113
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas,40.0,1.8095238095238095,120
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas,38.333333333333336,1.375,115
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,35.333333333333336,1.5,106
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas,30.0,0.21739130434782608,90
7,77,18,20.5591255,60.54880693,6.655918077999999,191.0895109,pigeonpeas,34.0,0.3888888888888889,102
30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas,37.0,1.4285714285714286,111
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas,33.666666666666664,0.2631578947368421,101
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,31.0,0.25,93
37,73,21,29.50304807,63.46513414,5.560224582999999,189.5208915,pigeonpeas,43.666666666666664,1.7619047619047619,131
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,36.666666666666664,1.4,110
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,45.666666666666664,1.8571428571428572,137
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,31.333333333333332,1.4375,94
7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas,32.666666666666664,0.4117647058823529,98
35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,pigeonpeas,41.0,2.0588235294117645,123
10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas,33.0,0.5555555555555556,99
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,23.333333333333332,0.16666666666666666,70
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,21.666666666666668,0.2222222222222222,65
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,31.0,1.0,93
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans,22.666666666666668,0.5333333333333333,68
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,23.666666666666668,0.2,71
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,33.333333333333336,1.0416666666666667,100
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,26.333333333333332,1.05,79
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,31.0,1.45,93
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,24.0,0.5714285714285714,72
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,32.333333333333336,1.7727272727272727,97
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,29.666666666666668,2.0,89
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,21.666666666666668,0.26666666666666666,65
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,34.0,1.6470588235294117,102
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans,31.333333333333332,2.111111111111111,94
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans,33.666666666666664,1.95,101
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,27.666666666666668,0.6521739130434783,83
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,30.333333333333332,1.380952380952381,91
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,24.666666666666668,0.4782608695652174,74
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,31.0,0.36,93
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,30.666666666666668,1.8421052631578947,92
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,34.0,2.3333333333333335,102
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,29.666666666666668,1.375,89
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,31.333333333333332,0.95,94
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,27.333333333333332,0.4,82
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,37.0,1.8,111
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,27.333333333333332,0.625,82
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,31.666666666666668,1.2941176470588236,95
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,30.0,0.375,90
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,38.666666666666664,1.4782608695652173,116
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,35.666666666666664,1.24,107
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,22.333333333333332,0.0,67
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean,26.666666666666668,1.05,80
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,28.333333333333332,1.2727272727272727,85
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,28.666666666666668,1.0,86
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,29.666666666666668,1.0434782608695652,89
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,30.0,1.75,90
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,26.666666666666668,1.0,80
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,39.666666666666664,1.36,119
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean,31.333333333333332,0.8636363636363636,94
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,34.666666666666664,2.066666666666667,104
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,26.0,0.7916666666666666,78
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,31.333333333333332,1.411764705882353,94
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,26.666666666666668,0.65,80
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,33.333333333333336,1.9375,100
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,32.0,1.2173913043478262,96
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,29.666666666666668,1.4761904761904763,89
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,36.0,2.2,108
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean,33.333333333333336,1.619047619047619,100
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,31.666666666666668,0.52,95
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,35.666666666666664,1.9411764705882353,107
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean,37.0,1.4545454545454546,111
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean,35.666666666666664,0.92,107
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean,31.333333333333332,1.9444444444444444,94
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,26.0,0.25,78
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean,30.0,1.16,90
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,20.666666666666668,0.18181818181818182,62
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,30.333333333333332,0.45454545454545453,91
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,27.666666666666668,0.6666666666666666,83
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,26.333333333333332,0.38095238095238093,79
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean,25.0,1.3333333333333333,75
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean,33.666666666666664,1.6363636363636365,101
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,28.666666666666668,0.9333333333333333,86
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean,31.333333333333332,0.4782608695652174,94
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,28.0,0.6666666666666666,84
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,30.666666666666668,0.28,92
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,21.333333333333332,0.13333333333333333,64
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,29.0,0.9090909090909091,87
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,18.666666666666668,0.13333333333333333,56
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,30.333333333333332,1.125,91
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,32.666666666666664,2.3333333333333335,98
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,29.333333333333332,0.16,88
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,24.333333333333332,0.041666666666666664,73
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,33.333333333333336,1.7142857142857142,100
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,27.0,0.4583333333333333,81
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,33.333333333333336,1.7894736842105263,100
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,27.666666666666668,1.1666666666666667,83
